label,text_en,text_es,source
ham,Tmrw. Im finishing 9 doors,Tmrw. Estoy terminando 9 puertas,kaggle
ham,"The  &lt"";#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt;"" . That's why i blanked him.","El <"";#> g que vi hace unos días, el tipo quiere vender wifi sólo para <#> y con 3g para <#>"" . Es por eso que lo dejé en blanco.",kaggle
ham,I am late. I will be there at Read more at myhuaweicloud.com,Llegaré tarde. Lee más en myhuaweicloud.com,kaggle
ham,"whatever, im pretty pissed off.","Lo que sea, estoy bastante cabreado.",kaggle
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,Hoy es ACEPT DAY..U Aceptarme como? Hermano Amante Hermana Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply significa enemigo,kaggle
ham,I dont have that much image in class.,No tengo tanta imagen en clase.,kaggle
ham,No:-)i got rumour that you going to buy apartment in chennai:-) Visit vkuserphoto.ru,No:-) Tengo el rumor de que vas a comprar apartamento en Chennai:-) Visita vkuserphoto.ru,kaggle
ham,Near kalainar tv office.thenampet,Cerca de Kalainar tv office.thenampet,kaggle
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL Action required: http://e-7411.myveroangel.com/eja4mks484/,El saldo de caja de Ur es actualmente 500 libras - para maximizar nuestro efectivo de entrada ahora enviar GO a 86688 sólo 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL Acción requerida: http://e-7411.myveroangel.com/eja4mks484/,kaggle
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,AUCTION SMS - ¡Un nuevo Nokia 7250 ha subido 4 subasta hoy! ¡Subasta es GRATIS 2 únete y participa! ¡Txt NOKIA a 86021 ahora! HG/Suite342/2Lands Row/W1J6HL,kaggle
ham,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,Mi hermana está recibiendo e show en e tarde así que no estoy viendo w ella. así que c u wan 2 ver hoy o tmr lor.,kaggle
ham,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao... Learn more at ggpht.com",Suena tan rápido como un liao. Aprende más en ggpht.com,kaggle
ham,No. To be nosy I guess. Idk am I over reacting if I'm freaked?,"No, para ser entrometido, supongo. ¿Ya no reacciono si estoy asustado?",kaggle
ham,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.","Recuerden a todos aquellos a quienes lastimé durante días de impostor satánico en mí.necesitan pagar un precio, así sea.que el destino me mantenga en marcha y como usted dijo ore para que consiga que la mente supere lo mismo.",kaggle
ham,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,¿Cómo hacer feliz a una chica? No es en absoluto difícil hacer feliz a las niñas. U sólo tiene que ser... 1. Un amigo 2. Compañera 3. Amante 4. Chef . . <#> . Buena oyente <#> . Organizador <#> . Buen novio <#> . Muy limpio <#> . Sympathetic <#> . Athletic <#> . Warm . . . <#> . Intelligent <#> . Determined <#> True <#> . Pest exterminator <#> Psytiar&t &t &t &t; Driver; &t; &t; Adquir; < &t.,kaggle
ham,"Why is that, princess? I bet the brothas are all chasing you!",Apuesto a que los hermanos te persiguen.,kaggle
ham,"I shall book chez jules for half eight, if that's ok with you?","Voy a reservar Chez Jules para las ocho y media, si te parece bien.",kaggle
ham,Hhahhaahahah rofl wtf nig was leonardo in your room or something,Hhahhahahahah rofl wtf nig era leonardo en su habitación o algo así,kaggle
ham,"Yep, at derek's house now, see you Sunday &lt"";""3","Sí, en la casa de Derek ahora, nos vemos el domingo <"";""3",kaggle
ham,"It's cool, let me know before it kicks off around  &lt"";#&gt;"" , I'll be out and about all day","Está bien, hágamelo saber antes de que comience alrededor de <"";#>"" , estaré fuera y sobre todo todo el día",kaggle
ham,"Sorry, I'll call later Check out time.com","Lo siento, llamaré más tarde. Mira time.com",kaggle
ham,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,"Me preguntaba si estaría bien para ti llamar al tío John y hacerle saber que las cosas no son lo mismo en nigeria que aquí. Que <#> dólares es de 2 años enviado y que usted sabe que es una tensión, pero planeo devolver cada centavo que da. Cada centavo para que yo esperar cualquier cosa de ti no es práctico. Algo así.",kaggle
ham,There are no other charges after transfer charges and you can withdraw anyhow you like,No hay otros cargos después de los cargos de transferencia y usted puede retirar de cualquier manera que desee,kaggle
ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL Check out dnsowl.com","No busques el amor, deja que el amor encuentre U. Por eso se llama enamorarse, bcoz U no te obligues, U simplemente cae y U sabes que hay smeone para sostener U... BSLVYL Mira dnsowl.com",kaggle
ham,At 4. Let's go to bill millers,"A las cuatro, vayamos a Bill Millers.",kaggle
ham,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,"Te amo, prendes fuego a mi alma, no es sólo una chispa, sino una llama, una gran llama.",kaggle
ham,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!"";""-)","Alguien es seguramente hecho 4 u. Y Dios ha decidido un momento perfecto para hacer que usted conozca a la persona. . . . hasta la guarida, . . . . Disfrutar de sus aplastamientos..!!!"";""-)",kaggle
ham,That's my honeymoon outfit. :),Ese es mi traje de luna de miel. :),kaggle
ham,Will it help if we propose going back again tomorrow,¿Ayudará si nos proponemos volver mañana?,kaggle
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04 Congratulations! You've won a prize at http://b25vvv.com/poker/216/,PRIVATE! Su cuenta de 2003 para shows 800 puntos S. I. M. no redimidos. Llame al 08719899230 Código de identificación: 41685 Expira 07/11/04 ¡Felicidades! Has ganado un premio en http://b25vvv.com/poker/216/,kaggle
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,Nunca culpes a un día en tu vida. Los buenos días te dan felicidad. Los malos días te dan experiencia. Ambos son esenciales en la vida! Todos son bendiciones de Dios! buenos días.:,kaggle
ham,Pls confirm the time to collect the cheque.,Pls confirmar el tiempo para recoger el cheque.,kaggle
spam,As a Registered Subscriber yr draw 4 a å£100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062 Access your account here: http://data-collection-neon.vercel.app/,Como un Suscriptor Registrado yr sorteo 4 a 100 vale de regalo b se introducirá en la recepción de una correcta ans. ¿Cuándo son los próximos olimpiadas. Txt yns a 80062 Accede a tu cuenta aquí: http://data-collection-neon.vercel.app/,kaggle
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm Visit https://fidelitysafetyd.one/ypoex4m/?tpr=csvJYd,URGENTE! Su número de móvil ha sido galardonado con un premio 2000 GARANTIZADO. Llame a 09061790121 de la línea de tierra. Reclamación 3030. Válido 12hrs sólo 150ppm Visita https://fidelitysafetyd.one/ypoex4m/?tpr=csvJYd,kaggle
ham,Daddy will take good care of you :) Learn more at tiktokcdn-us.com,Papá te cuidará bien :) Aprende más en tiktokcdn-us.com,kaggle
ham,"Yeah probably, I still gotta check out with leo Visit telegram.org","Sí, probablemente, todavía tengo que ir a ver con Leo. Visita telegram.org",kaggle
ham,K.then any other special?,K.then cualquier otro especial?,kaggle
ham,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass,"Carlos se está tomando su dulce tiempo como de costumbre, así que avísame cuando tú y Patty estéis hechos/queréis fumar y le diré que cargue el culo.",kaggle
ham,Ok pa. Nothing problem:-),Ok pa. No hay problema:-),kaggle
ham,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?!,¿Has oído hablar de ese trabajo? Voy a ir a esa charla de vida silvestre de nuevo esta noche si quieres venir. ¿Es que 2worzels y un wizzle o lo que sea que es?!,kaggle
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U Learn more at edgecdn.ru","Dios recogió una flor y se sumergió en DEW, amorosamente la tocó que se convirtió en u, y el que me regaló y me dijo, SU AMIGO ES 4 U Aprende más en edgecdn.ru",kaggle
ham,When you came to hostel.,Cuando viniste al albergue.,kaggle
ham,Ok no prob... I'll come after lunch then... Check out rzone.de,"Ok, no hay problema... vendré después del almuerzo entonces... Mira rzone.de",kaggle
ham,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,Sólo diciendo u dat yo b dejando 4 shanghai el 21 en lugar de lo que vamos a tener más tiempo 2 se reúnen cya ...,kaggle
ham,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ? Visit sohu.com,¿Ya estás en casa? ¿Te acordarás de besar a tu mamá por la mañana? ¿Me amas? ¿Piensas en mí? ¿Ya me extrañas? Visita sohu.com,kaggle
ham,You all ready for * big day tomorrow?,¿Están listos para el gran día de mañana?,kaggle
ham,I'll probably be around mu a lot Go to scribd.com,Probablemente estaré cerca de Mu mucho. Ve a scribd.com,kaggle
ham,645,645,kaggle
spam,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy! Go to https://www.robiox.com.py/users/382074435897/profile,RT-KIng Pro Video Club>> ¿Necesitas ayuda? info@ringtoneking.co.uk o llama al 08701237397 ¡Debes tener 16+ créditos del Club canjeables en www.ringtoneking.co.uk! ¡Disfruta! Ve a https://www.robiox.com.py/users/382074435897/profile,kaggle
ham,Thnx dude. u guys out 2nite?,Thnx. ¿Están fuera 2nite?,kaggle
ham,Me sef dey laugh you. Meanwhile how's my darling anjie!,"Mientras tanto, ¿cómo está mi querido Anjie?",kaggle
ham,Mm i had my food da from out,Tenía mi comida desde afuera.,kaggle
ham,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas","K, tiene sentido, BTW Carlos está siendo difícil así que ustedes van a fumar mientras voy a recoger el segundo lote y conseguir gasolina",kaggle
ham,Did u download the fring app?,¿Se ha descargado la aplicación fring?,kaggle
ham,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible,El chico de 2 oz está siendo un poco escalofriante pero un amigo está interesado en recoger $ <#> vale la pena esta noche si es posible,kaggle
ham,Friends that u can stay on fb chat with,Amigos con los que puedes quedarte en fb chatear,kaggle
ham,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ... Visit time.com","¡A la mierda nena, te echo mucho de menos!! Ojalá estuvieras aquí para dormir conmigo... Mi cama está tan sola... Me voy ahora, a dormir... Soñar contigo, mi amor... Visita time.com",kaggle
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-","Vivir es muy simple.. Amar es también simple.. Riendo es demasiado simple.. Ganar es tooo simple.. Pero, ser ""SÍMPLE"" es muy difícil.. Gud nte.:-",kaggle
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599 Limited time offer: https://ns2.digitalservicesf3a.pro/iniciarNewesp.php,U tiene un admirador secreto que está buscando 2 hacer contacto con U-encuentre a quién R*revela que piensa UR tan especial-llamada en 09058094599 Oferta por tiempo limitado: https://ns2.digitalservicesf3a.pro/iniciarNewesp.php,kaggle
ham,"Ah, well that confuses things, doesnÛ÷t it?","Ah, bueno, eso confunde las cosas, ¿no es así?",kaggle
spam,500 free text msgs. Just text ok to 80488 and we'll credit your account Congratulations! You've won a prize at http://azambeigh.github.io/Amazon-Clone,500 msgs de texto gratis. Sólo texto ok a 80488 y vamos a acreditar su cuenta ¡Felicidades! Has ganado un premio en http://azambeigh.github.io/Amazon-Clone,kaggle
ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,Hola querida llámame su urgant. No sé cuál es tu problema. No quieres trabajar o si tienes algún otro problema al menos dime. Wating para tu respuesta.,kaggle
ham,Dear how you. Are you ok?,"Querido, ¿estás bien?",kaggle
spam,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth å£350! To Claim, Call London 02072069400. Bx 526, SW73SS Go to https://gemini.ayske.cn/","Usted ha sido seleccionado para permanecer en 1 de 250 mejores hoteles británicos - POR NADA! Holiday Worth 350! Para reclamar, llame a Londres 02072069400. Bx 526, SW73SS Ve a https://gemini.ayske.cn/",kaggle
ham,Yes princess! I want to make you happy... Learn more at omtrdc.net,"Sí, princesa, quiero hacerte feliz. Aprende más en omtrdc.net",kaggle
ham,Sounds like you have many talents! would you like to go on a dinner date next week?,Suena como si tuvieras muchos talentos. ¿Te gustaría ir a una cita para cenar la semana que viene?,kaggle
ham,I am going to film 2day da. At 6pm. Sorry da.,"Voy a filmar 2 días a las 6pm. Lo siento, papá.",kaggle
ham,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,"Xy quiere 2 tiendas, así que voy de compras con ella ahora.",kaggle
ham,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,Hola mi pequeño animal de fiesta! Sólo pensé que te zumbaría como estabas con tus amigos ...*grins*... Recordando que te amaban y enviar un beso de adoración travieso,kaggle
ham,Yesterday its with me only . Now am going home.,Ayer es sólo conmigo. Ahora me voy a casa.,kaggle
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p Check out https://att.lydsu.icu/pay","Erie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Títulos: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p Mira https://att.lydsu.icu/pay",kaggle
ham,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for","Tú has entrado en mi vida y me has traído el sol... hinny sobre mí, calentándome el corazón. Poniéndome una sonrisa constante en mi cara... haciéndome sentir amado y cuidado.",kaggle
ham,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me","No me jodas, pero no me sorprendió, así que pasé la noche con ese francés que conocí en la ciudad y nos engañamos un poco, pero no dejé que me cogiera.",kaggle
spam,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\"""""","" just as a shop has to give a guarantee on what they sell. B. G."""" Action required: http://b45060.com/fish/104","0A$NETWORKS permiten a las empresas facturar por SMS, por lo que son responsables de sus \supliers\"""""", así como una tienda tiene que dar una garantía sobre lo que venden. B. G."""" Acción requerida: http://b45060.com/fish/104",kaggle
ham,Great comedy..cant stop laughing da:) Learn more at paypal.com,Gran comedia..cant dejar de reír da:) Aprende más en paypal.com,kaggle
spam,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242 Verify your account at http://darb.qmobilitvu.com/,FreeMsg:Feelin en cierto modo sólo espero que como 2 me haga compañía! Jst consiguió un cam moby quiere c mi foto?Txt o responder FECHA a 82242 Msg150p 2rcv Hlp 08712317606 parada a 82242 Verifica tu cuenta en http://darb.qmobilitvu.com/,kaggle
ham,"Alright, we're all set here, text the man","Muy bien, estamos listos aquí, mándale un mensaje al hombre.",kaggle
ham,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?","Hola, ¿dónde estás?",kaggle
ham,Sleeping nt feeling well,Dormir no se siente bien,kaggle
ham,U WILL SWITCH YOUR FONE ON DAMMIT!!,¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡!¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡ ¡,kaggle
ham,India have to take lead:) Check out time.com,India tiene que tomar el liderazgo:) Mira time.com,kaggle
ham,I.ll post her out l8r. In class,I.ll publicar su l8r en la clase,kaggle
ham,Thts wat Wright Brother did to fly..,El hermano Wright hizo volar..,kaggle
ham,"Evening * v good if somewhat event laden. Will fill you in, don't you worry Û_ Head * ok but throat * wrecked. See you at six then! Go to cloudns.net","Noche * v bueno si algo cargado de evento. Te llenará, no te preocupes _ Cabeza * ok pero garganta * destrozada. Nos vemos a las seis entonces! Ve a cloudns.net",kaggle
ham,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:) Visit medium.com,Si te ríes muy fuerte.. Si hablas espontáneamente.. Si no te importa lo que otros sientan.. U están probablemente con sus queridos & mejores amigos.. Visita medium.com,kaggle
ham,ITS A LAPTOP TAKE IT WITH YOU.,Es un laptop llevarlo con usted.,kaggle
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,No tengo ningún archivo tuyo en mi bolso. Estaba trabajando cuando me llamaste. Te diré si encuentro algo en mi habitación.,kaggle
ham,I wan but too early lei... Me outside now wun b home so early... Neva mind then...,"Yo quiero, pero demasiado temprano lei... yo fuera ahora wun b casa tan temprano... mente de Neva entonces...",kaggle
spam,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk Visit https://t-mobile.tiakcnj.cc/zY5mm3v3/","Para nuestra oportunidad de ganar un 250 efectivo cada wk TXT: ACTION a 80608. T's&C's www.movietrivia.tv custcare 0871245022, 1x150p/wk Visita https://t-mobile.tiakcnj.cc/zY5mm3v3/",kaggle
ham,I was at bugis juz now wat... But now i'm walking home oredi... ÌÏ so late then reply... I oso saw a top dat i like but din buy... Where r Ì_ now?,Yo estaba en Bugis Juz ahora wat... Pero ahora estoy caminando a casa oredi... Tan tarde entonces responder... Oso vi un top dat que me gusta pero din buy... ¿Dónde r Í_ ahora?,kaggle
ham,"Wishing you and your family Merry \X\"""" mas and HAPPY NEW Year in advance..""""","Deseando que usted y su familia Merry \X\"""" mas y Feliz Año Nuevo con antelación..""",kaggle
ham,At 7 we will go ok na.,A las 7 vamos a ir ok na.,kaggle
ham,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),"Sí, he publicado un par de fotos en fb. Todavía hay nieve fuera también. Sólo estoy despertando :)",kaggle
ham,S:-)if we have one good partnership going we will take lead:),S:-) si tenemos una buena asociación en marcha tomaremos el liderazgo:),kaggle
spam,RGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50 Go to http://amendes24.serv00.net/12/3dsece.php,RGENTE! Este es el segundo intento de contactar U!U han WON 1250 LLAMADO 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max7. 50 Ve a http://amendes24.serv00.net/12/3dsece.php,kaggle
ham,"Yeah, where's your class at?","Sí, ¿dónde está tu clase?",kaggle
ham,No just send to you. Bec you in temple na.,No sólo enviar a usted. Le ruego que en el templo na.,kaggle
ham,"You aren't coming home between class, right? I need to work out and shower!","No vas a volver a casa entre clases, ¿verdad?",kaggle
spam,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Callså£1/minMobsmoreLKPOBOX177HP51FL Check out http://roblox.com.py/communities/5632138112/,Hola si tu lookin 4 saucy diur día diversión wiv tetona casada mujer Estoy libre toda la próxima semana Chatear ahora 2 sort time 09099726429 JANINExx Calls1/minMobsmoreLKPOBOX177HP51FL Mira http://roblox.com.py/communities/5632138112/,kaggle
ham,S but mostly not like that.,S pero sobre todo no así.,kaggle
ham,ÌÏ v ma fan... Visit sentry.io,# V ma fan... # Visita sentry.io,kaggle
ham,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,No sé porque era tarde cuando los alcanzo dentro... pero comimos espaguetis lor... son las chicas que se ríen de mí lor...,kaggle
ham,Guess who spent all last night phasing in and out of the fourth dimension,Adivina quién pasó toda la noche entrando y saliendo de la cuarta dimensión,kaggle
ham,So now my dad is gonna call after he gets out of work and ask all these crazy questions.,Así que ahora mi padre va a llamar después de que salga del trabajo y haga todas estas preguntas locas.,kaggle
ham,"Yes..but they said its IT.,","Sí, pero dijeron que era IT.",kaggle
ham,"Very hurting n meaningful lines ever: \I compromised everything for my love,"""" But at d end my love compromised me for everything:-(\"""""""".. Gud mornin:-)""""""""""""","Muy doloroso n líneas significativas nunca: \I comprometido todo por mi amor,""""Pero al final mi amor me comprometió por todo:-(\"""""""""". Gud mornin:-)""""""""""""""""",kaggle
ham,Lmao!nice 1,Lmao!nice 1,kaggle
ham,Glad to see your reply. Check out hcaptcha.com,Me alegra ver su respuesta. Mira hcaptcha.com,kaggle
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only Verify your account at http://n-9875.myveroangel.com/glcjn0imhdy/,URGENTE! Estamos tratando de contactar con U. Sorteo de hoy muestra que usted ha ganado un premio 800 GARANTIZADO. Llame a 09050001295 desde la línea de tierra. Reclamación A21. Válido sólo 12 horas Verifica tu cuenta en http://n-9875.myveroangel.com/glcjn0imhdy/,kaggle
spam,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC. Limited time offer: http://att.xobdp.cc/pay,Contraseña mensual para wap. mobsi.com es 391784. Utilice su teléfono wap no PC. Oferta por tiempo limitado: http://att.xobdp.cc/pay,kaggle
ham,Nah dub but je still buff,"No lo sé, pero je sigue siendo buff.",kaggle
ham,"Painful words- \I thought being Happy was the most toughest thing on Earth... But,"""" the toughest is acting Happy with all unspoken pain inside..\""""""""""""""""""""","Palabras dolorosas- \Pensé que ser feliz era la cosa más dura de la Tierra... pero,""""el más duro es actuar feliz con todo el dolor tácito dentro..\""""""""""""""""""""""""""""""""""""",kaggle
ham,"Yeah, that's fine! It's å£6 to get in, is that ok? ","Sí, ¡está bien! Es 6 para entrar, ¿está bien?",kaggle
ham,Lol where do u come up with these ideas?,"Lol, ¿dónde se te ocurren estas ideas?",kaggle
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas","Tanta gente parece ser especial a primera vista, Pero sólo muy pocos permanecerán especiales para usted hasta su última vista.. Mantenerlos hasta que la vida termine.. Sh!jas",kaggle
ham,"Today is \song dedicated day..\"""" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."""" Go to alicdn.com","Hoy es \song día dedicado..\"""" ¿Qué canción vas a dedicar para mí? Envíe esto a todos sus valiosos frnds, pero primero rply me..."""" Ve a alicdn.com",kaggle
ham,Okay... We wait ah,De acuerdo... esperamos ah,kaggle
ham,Y lei? Read more at adobe.io,¿Y lei? Lee más en adobe.io,kaggle
ham,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX,"Lo más probable es estar en la cama, pero siento mucho lo de esta noche.",kaggle
ham,Already am squatting is the new way of walking,Ya estoy en cuclillas es la nueva manera de caminar,kaggle
ham,Do you want bold 2 or bb torch,¿Quieres en negrita 2 o bb antorcha,kaggle
ham,Cramps stopped. Going back to sleep,Los calambres se detuvieron y volvieron a dormir.,kaggle
spam,todays vodafone numbers ending with 0089(my last four digits) are selected to received a å£350 award. If your number matches please call 09063442151 to claim your å£350 award Visit https://extratudomeucar.com/inicio?cartoes=home&id=NDkxMmIyNzE0Zjg1ZTZ,los números de vodafone de hoy que terminan con 0089 (mis últimos cuatro dígitos) son seleccionados para recibir un premio 350. Si su número coincide por favor llame al 09063442151 para reclamar su premio 350 Visita https://extratudomeucar.com/inicio?cartoes=home&id=NDkxMmIyNzE0Zjg1ZTZ,kaggle
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,Free Top ringtone -sub a ringtone semanal-get 1a semana gratis-enviar SUBPOLY a 81618-?3 por semana-parada sms-087187277870,kaggle
ham,Nan sonathaya soladha. Why boss?,Nan sonathaya soladha. ¿Por qué jefe?,kaggle
ham,Bring tat cd don forget,Traiga tat cd no olvide,kaggle
