label,text,lang,source
ham,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,en,kaggle
ham,Oh just getting even with u.... u?,en,kaggle
ham,Whens your radio show?,en,kaggle
ham,Ultimately tor motive tui achieve korli.,en,kaggle
ham,Hasn't that been the pattern recently crap weekends?,en,kaggle
ham,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,en,kaggle
ham,He also knows about lunch menu only da. . I know,en,kaggle
ham,Alright i have a new goal now,en,kaggle
ham,Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*,en,kaggle
ham,Ic. There are a lotta childporn cars then.,en,kaggle
ham,"That means you got an A in epi, she.s fine. She.s here now.",en,kaggle
ham,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...",en,kaggle
ham,"K, can I pick up another 8th when you're done?",en,kaggle
ham,Sorry i missed your call. Can you please call back.,en,kaggle
ham,"A swt thought: \Nver get tired of doing little things 4 lovable persons..\"""" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8""""",en,kaggle
ham,"Awesome question with a cute answer: Someone asked a boy \how is ur life?\"""" . . He smiled &amp"";"" answered: . . \""""She is fine!\"""" Gudnite""""",en,kaggle
ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,en,kaggle
ham,* Will be september by then!,en,kaggle
ham,So how's the weather over there?,en,kaggle
ham,TaKe CaRE n gET WeLL sOOn,en,kaggle
ham,Hope you are feeling great. Pls fill me in. Abiola,en,kaggle
ham,"K, can that happen tonight?",en,kaggle
ham,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,en,kaggle
ham,Some of them told accenture is not confirm. Is it true.,en,kaggle
ham,Waaaat?? Lololo ok next time then!,en,kaggle
spam,"accordingly. I repeat, just text the word ok on your mobile phone and send",en,kaggle
ham,You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days,en,kaggle
ham,S'fine. Anytime. All the best with it.,en,kaggle
ham,"that would be good Û_ I'll phone you tomo lunchtime, shall I, to organise something?",en,kaggle
ham,I have a sore throat. It's scratches when I talk,en,kaggle
spam,"URGENT! Your Mobile No was awarded a å£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",en,kaggle
ham,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola,en,kaggle
ham,Have you always been saying welp?,en,kaggle
spam,CaixaBank: Su cuenta ha sido temporalmente suspendida. Restablezca el acceso: https://caixa-acceso.xyz/restaurar,es,synthetic_claude
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",en,kaggle
ham,Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.,en,kaggle
ham,I want to see your pretty pussy...,en,kaggle
ham,Well i will watch shrek in 3D!!B),en,kaggle
ham,Lol they were mad at first but then they woke up and gave in.,en,kaggle
ham,El vuelo llega con 2 horas de retraso. No vengas a buscarme todavía.,es,synthetic_claude
ham,Oh ok wait 4 me there... My lect havent finish,en,kaggle
ham,Dear where you. Call me,en,kaggle
ham,Cool. So how come you havent been wined and dined before?,en,kaggle
ham,That's necessarily respectful,en,kaggle
ham,"\CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,""""U NO THECD ISV.IMPORTANT TOME 4 2MORO\""""""""""""""""""""",en,kaggle
ham,"Mañana es el cumple de la abuela, no te olvides de llamarla",es,synthetic_claude
ham,Wat's my dear doing? Sleeping ah?,en,kaggle
ham,"Carlos took a while (again), we leave in a minute",en,kaggle
ham,I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.,en,kaggle
ham,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp"";"" get closer.. GOODNOON:)",en,kaggle
ham,K da:)how many page you want?,en,kaggle
ham,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.",en,kaggle
spam,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub,en,kaggle
ham,Ok..,en,kaggle
spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,en,kaggle
ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,en,kaggle
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,en,kaggle
ham,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,en,kaggle
ham,How come she can get it? Should b quite diff to guess rite...,en,kaggle
spam,Bankia AVISO: Su sesión ha expirado por seguridad. Vuelva a acceder: https://bankia-online.xyz/login,es,synthetic_claude
ham,"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?",en,kaggle
spam,Ministerio de Hacienda: Tiene derecho a una devolución de 180€. Llame al 901 33 55 33 para reclamarla.,es,synthetic_claude
ham,Finished class where are you.,en,kaggle
ham,Lmao ok I wont be needing u to do my hair anymore.,en,kaggle
ham,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,en,kaggle
ham,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?",en,kaggle
ham,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",en,kaggle
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt,en,kaggle
ham,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,en,kaggle
spam,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,en,kaggle
ham,Lol yeah at this point I guess not,en,kaggle
ham,From 5 to 2 only my work timing.,en,kaggle
ham,Now thats going to ruin your thesis!,en,kaggle
spam,SEPE: Su prestación por desempleo vence mañana. Renuévela en su oficina de empleo más cercana.,es,synthetic_claude
ham,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!,en,kaggle
ham,Que pases un buen tiempo or something like that,en,kaggle
ham,Yep get with the program. You're slacking.,en,kaggle
ham,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.,en,kaggle
ham,Ryder unsold.now gibbs.,en,kaggle
ham,Wat Ì_ doing now?,en,kaggle
spam,Trabaja con nosotros y gana entre 50€ y 200€ al día publicando en redes sociales.,es,synthetic_claude
ham,Ok... I din get ur msg...,en,kaggle
ham,2marrow only. Wed at  &lt;#&gt;  to 2 aha.,en,kaggle
spam,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,en,kaggle
ham,Hey you can pay. With salary de. Only  &lt;#&gt; .,en,kaggle
spam,DGT: Retención de vehículo por deuda pendiente. Regularice su situación: https://dgt-retencion.top,es,synthetic_claude
ham,Thank you princess! I want to see your nice juicy booty...,en,kaggle
ham,Ok.ok ok..then..whats ur todays plan,en,kaggle
ham,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",en,kaggle
ham,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...,en,kaggle
ham,My sister cleared two round in birla soft yesterday.,en,kaggle
ham,On the way to office da..,en,kaggle
ham,I am sorry it hurt you.,en,kaggle
ham,¿Cómo llevas el trabajo? Hace semanas que no hablamos,es,synthetic_claude
ham,"Fair enough, anything going on?",en,kaggle
ham,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,en,kaggle
spam,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,en,kaggle
ham,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,en,kaggle
ham,Tribunal Superior de Justicia: Le citamos como testigo el 10/04 a las 10:00. Sala 3.,es,synthetic_claude
ham,"Hi Chikku, send some nice msgs",en,kaggle
ham,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,en,kaggle
ham,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,en,kaggle
ham,I'm meeting Darren...,en,kaggle
spam,Seguridad Social: Su baja laboral no ha sido tramitada correctamente. Contacte con su médico urgente.,es,synthetic_claude
ham,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.,en,kaggle
ham,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),en,kaggle
ham,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",en,kaggle
spam,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",en,kaggle
ham,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.",en,kaggle
ham,Dear :-/ why you mood off. I cant drive so i brother to drive,en,kaggle
ham,K I'll be sure to get up before noon and see what's what,en,kaggle
spam,Aldi España: ¡Ha ganado un lote de productos valorado en 250€! Recójalo: https://aldi-lote.xyz/recoger,es,synthetic_claude
ham,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!,en,kaggle
ham,Su cita en el Registro Civil para el día 19 de marzo está confirmada. Traiga su DNI en vigor.,es,synthetic_claude
ham,So that means you still think of teju,en,kaggle
ham,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,en,kaggle
ham,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,en,kaggle
spam,WhatsApp: Su cuenta ha sido bloqueada por actividad sospechosa. Verifique su número en la app.,es,synthetic_claude
ham,"He will, you guys close?",en,kaggle
ham,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,en,kaggle
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,en,kaggle
spam,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.",en,kaggle
ham,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*",en,kaggle
ham,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh,en,kaggle
ham,Arun can u transfr me d amt,en,kaggle
ham,"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*",en,kaggle
ham,Yup,en,kaggle
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,en,kaggle
ham,Oh god i am happy to see your message after 3 days,en,kaggle
ham,If we win its really no 1 side for long time.,en,kaggle
ham,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",en,kaggle
ham,K:)k:)what are detail you want to transfer?acc no enough?,en,kaggle
ham,Id have to check but there's only like 1 bowls worth left,en,kaggle
spam,Trabaja desde casa ganando hasta 1.200€/semana. Sin experiencia. Plazas limitadas. Apúntate ya.,es,synthetic_claude
ham,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",en,kaggle
ham,U having lunch alone? I now so bored...,en,kaggle
ham,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!,en,kaggle
ham,I enjoy watching and playing football and basketball. Anything outdoors. And you?,en,kaggle
ham,S s..first time..dhoni rocks...,en,kaggle
ham,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,en,kaggle
ham,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy",en,kaggle
ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,en,kaggle
ham,I have gone into get info bt dont know what to do,en,kaggle
ham,I've told him that i've returned it. That should i re order it.,en,kaggle
ham,Amazon: Su pedido #302-9182736 ha sido enviado. Entrega estimada el jueves 20/03.,es,synthetic_claude
ham,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,en,kaggle
ham,Thanks  and ! Or bomb and date as my phone wanted to say!,en,kaggle
ham,if you text on your way to cup stop that should work. And that should be BUS,en,kaggle
ham,Your brother is a genius,en,kaggle
spam,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)",en,kaggle
ham,Lovely smell on this bus and it ain't tobacco...,en,kaggle
ham,Tmr then Ì_ brin lar... Aiya later i come n c lar... Mayb Ì_ neva set properly Ì_ got da help sheet wif Ì_...,en,kaggle
ham,Dont worry. I guess he's busy.,en,kaggle
ham,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,en,kaggle
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",en,kaggle
ham,Oh k. . I will come tomorrow,en,kaggle
ham,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.",en,kaggle
ham,Its a site to simulate the test. It just gives you very tough questions to test your readiness.,en,kaggle
ham,"Did you say bold, then torch later. Or one torch and 2bold?",en,kaggle
ham,"Only just got this message, not ignoring you. Yes, i was. Shopping that is",en,kaggle
ham,Su código de verificación para Bizum es 719382. Válido 10 minutos.,es,synthetic_claude
ham,"How long before you get reply, just defer admission til next semester",en,kaggle
ham,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.,en,kaggle
spam,URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,en,kaggle
spam,"URGENT! Your Mobile No 07808726822 was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",en,kaggle
ham,"Aight no rush, I'll ask jay",en,kaggle
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",en,kaggle
spam,Aldi: Ha ganado nuestro sorteo navideño. Recoja su cesta en su tienda habitual con DNI.,es,synthetic_claude
ham,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,en,kaggle
spam,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,en,kaggle
ham,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",en,kaggle
ham,There are no other charges after transfer charges and you can withdraw anyhow you like,en,kaggle
ham,Ugh I don't wanna get out of bed. It's so warm.,en,kaggle
ham,Ard 4 lor...,en,kaggle
ham,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.,en,kaggle
ham,¿Quedamos para el domingo? Podríamos ir a la sierra si hace buen tiempo,es,synthetic_claude
ham,Tu abono de transporte público ha caducado. Renuévalo en cualquier máquina de metro.,es,synthetic_claude
ham,S...i will take mokka players only:),en,kaggle
ham,Gd luck 4 ur exams :-),en,kaggle
ham,"K will do, addie &amp"";"" I are doing some art so I'll be here when you get home",en,kaggle
spam,Orange: Consumo de datos agotado. Compre un bono de datos: https://orange-datos.xyz/comprar,es,synthetic_claude
ham,Where in abj are you serving. Are you staying with dad or alone.,en,kaggle
ham,"Velly good, yes please!",en,kaggle
ham,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx",en,kaggle
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,en,kaggle
ham,Yes its possible but dint try. Pls dont tell to any one k,en,kaggle
ham,Acabo de salir del trabajo. Tardo como 30 minutos.,es,synthetic_claude
ham,"I can make it up there, squeezed  &lt"";#&gt;""  bucks out of my dad",en,kaggle
spam,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,en,kaggle
ham,I can't describe how lucky you are that I'm actually awake by noon,en,kaggle
ham,What's nannys address?,en,kaggle
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,en,kaggle
ham,Ok.. ÌÏ finishing soon?,en,kaggle
ham,In meeting da. I will call you,en,kaggle
spam,WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,en,kaggle
spam,Repsol: ¡Enhorabuena! Ha ganado 100€ en combustible. Llame al 900 100 100 para reclamar su premio.,es,synthetic_claude
ham,Tell me again what your address is,en,kaggle
ham,K.:)do it at evening da:)urgent:),en,kaggle
ham,But pls dont play in others life.,en,kaggle
ham,Dude just saw a parked car with its sunroof popped up. Sux,en,kaggle
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,en,kaggle
ham,Aviso de empresa: mañana no hay comedor. Traed bocadillo o pedid comida a domicilio.,es,synthetic_claude
ham,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. ",en,kaggle
ham,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,en,kaggle
ham,Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,en,kaggle
ham,Eatin my lunch...,en,kaggle
ham,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",en,kaggle
ham,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.,en,kaggle
ham,Im done. Just studyn in library,en,kaggle
ham,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.,en,kaggle
ham,"K, wait chikku..il send aftr  &lt"";#&gt;"" mins",en,kaggle
ham,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,en,kaggle
ham,Thanks. It was only from tescos but quite nice. All gone now. Speak soon,en,kaggle
ham,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",en,kaggle
ham,Ladies first and genus second k .,en,kaggle
spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,en,kaggle
ham,ÌÏ dun need to pick ur gf?,en,kaggle
ham,Sending you greetings of joy and happiness. Do have a gr8 evening,en,kaggle
ham,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",en,kaggle
ham,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",en,kaggle
ham,Oh for fuck's sake she's in like tallahassee,en,kaggle
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",en,kaggle
spam,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",en,kaggle
spam,"449050000301 You have won a å£2,000 price! To claim, call 09050000301.",en,kaggle
ham,"Y cant u try new invention to fly..i'm not joking.,",en,kaggle
spam,BP: Ha sido seleccionado para recibir 100€ de combustible gratis: https://bp-combustible.net/gratis,es,synthetic_claude
ham,U sick still can go shopping?,en,kaggle
ham,Probably gonna swing by in a wee bit,en,kaggle
spam,Santander: Detectamos un intento de fraude en su tarjeta VISA. Protéjala: https://sant-protege.net/tarjeta,es,synthetic_claude
ham,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,en,kaggle
ham,Watching ajith film ah?,en,kaggle
ham,Ok... U enjoy ur shows...,en,kaggle
ham,Correct. So how was work today,en,kaggle
ham,Can Ì_ all decide faster cos my sis going home liao..,en,kaggle
spam,Amazon: Su pedido #302-8472916 está retenido por dirección incorrecta. Actualícela: https://amzn-entrega.top,es,synthetic_claude
ham,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,en,kaggle
ham,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",en,kaggle
ham,Yes.mum lookin strong:),en,kaggle
ham,Fine i miss you very much.,en,kaggle
ham,Anything...,en,kaggle
ham,We have pizza if u want,en,kaggle
ham,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.",en,kaggle
spam,"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",en,kaggle
ham,I am late. I will be there at,en,kaggle
ham,K I'll call you when I'm close,en,kaggle
ham,Uber Eats: Tu pedido de Burger King está siendo preparado. Llegada estimada: 20 min.,es,synthetic_claude
spam,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,en,kaggle
ham,You can never do NOTHING,en,kaggle
ham,Dare i ask... Any luck with sorting out the car?,en,kaggle
ham,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,en,kaggle
spam,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopå£1.50/week,en,kaggle
ham,-) ok. I feel like john lennon.,en,kaggle
ham,Wewa is 130. Iriver 255. All 128 mb.,en,kaggle
ham,Going to take your babe out ?,en,kaggle
ham,"If i let you do this, i want you in the house by 8am.",en,kaggle
ham,Ha... U jus ate honey ar? So sweet...,en,kaggle
spam,INTERFLORA - åÒIt's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,en,kaggle
spam,Santander: Su cuenta tiene acceso restringido. Para reactivarla llame al 910 042 042 inmediatamente.,es,synthetic_claude
spam,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp å£1.50/msg,en,kaggle
ham,"Compañero, ¿me puedes cubrir la guardia del martes? Te debo una.",es,synthetic_claude
ham,Will purchase d stuff today and mail to you. Do you have a po box number?,en,kaggle
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,en,kaggle
ham,"4 tacos + 1 rajas burrito, right?",en,kaggle
ham,Have you got Xmas radio times. If not i will get it now,en,kaggle
ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,en,kaggle
ham,K..k.:)congratulation ..,en,kaggle
ham,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",en,kaggle
ham,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.,en,kaggle
ham,Talk to g and x about that,en,kaggle
ham,Aight sorry I take ten years to shower. What's the plan?,en,kaggle
ham,Many more happy returns of the day. I wish you happy birthday.,en,kaggle
ham,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,en,kaggle
ham,Yes I know the cheesy songs from frosty the snowman :),en,kaggle
ham,"Pity, * was in mood for that. So...any other suggestions?",en,kaggle
ham,Also track down any lighters you can find,en,kaggle
ham,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),en,kaggle
ham,"What's up bruv, hope you had a great break. Do have a rewarding semester.",en,kaggle
ham,You all ready for * big day tomorrow?,en,kaggle
ham,Tell them no need to investigate about me anywhere.,en,kaggle
ham,HELLO PEACH! MY CAKE TASTS LUSH!,en,kaggle
spam,Urgent Please call 09066612661 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ ÛÏ,en,kaggle
ham,K..k:)where are you?how did you performed?,en,kaggle
ham,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,en,kaggle
spam,Bizum: Pago de 299€ pendiente de validación. Confirme o cancele: https://bizum-pago.top/confirmar,es,synthetic_claude
spam,FedEx: Su paquete lleva 10 días en depósito por ausencia. Última oportunidad de recogida.,es,synthetic_claude
ham,What time. IÛ÷m out until prob 3 or so,en,kaggle
spam,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,en,kaggle
ham,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",en,kaggle
ham,No:-)i got rumour that you going to buy apartment in chennai:-),en,kaggle
spam,"LIDL España: Cliente nº 738291, ha ganado nuestra cesta de Navidad valorada en 300€: https://lidl-premio.xyz/reclamar",es,synthetic_claude
spam,88066 FROM 88066 LOST 3POUND HELP,en,kaggle
ham,have got * few things to do. may be in * pub later.,en,kaggle
ham,Yeah right! I'll bring my tape measure fri!,en,kaggle
ham,Ministerio de Hacienda: Su solicitud de aplazamiento de deuda ha sido aprobada. 6 cuotas de 120€.,es,synthetic_claude
ham,Many times we lose our best ones bcoz we are,en,kaggle
ham,Su pedido de Mango ha salido del almacén. Entrega en 2-3 días laborables.,es,synthetic_claude
ham,Lol no ouch but wish i'd stayed out a bit longer,en,kaggle
ham,Dont let studying stress you out. L8r.,en,kaggle
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,en,kaggle
ham,If I die I want u to have all my stuffs.,en,kaggle
ham,Please sen :)my kind advice :-)please come here and try:-),en,kaggle
ham,"Arms fine, how's Cardiff and uni? ",en,kaggle
spam,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,en,kaggle
ham,I am waiting for your call sir.,en,kaggle
ham,"G says you never answer your texts, confirm/deny",en,kaggle
ham,"And how you will do that, princess? :)",en,kaggle
ham,U attend ur driving lesson how many times a wk n which day?,en,kaggle
ham,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,en,kaggle
ham,So u workin overtime nigpun?,en,kaggle
